material_profile,process_profile,process_lambda,bound,requested_clusters,mean_pair_distance,mean_same_paper_distance,mean_cross_paper_distance,mean_interval_width,same_paper_cocluster,cross_paper_cocluster,same_paper_recall_lift,same_paper_precision,same_paper_precision_lift,paper_ari,paper_nmi,actual_clusters,largest_cluster_fraction,shared_author_pair_count,shared_author_cocluster,shared_author_lift,same_location_pair_count,same_location_cocluster,same_location_lift
identity_strict,equal,0.75,optimistic,20,0.5464737415313721,0.046281393617391586,0.5537921786308289,0.20873568952083588,0.9889669007021064,0.1200372162918133,8.238835681576491,0.10757615431613861,7.460109577226048,0.17252129113194015,0.6715458832317072,20,0.21875,8437,0.1896408676069693,1.6034589455758084,92,1.0,8.347277361172377
identity_strict,equal,0.75,optimistic,30,0.5464737415313721,0.046281393617391586,0.5537921786308289,0.20873568952083588,0.9877632898696088,0.0783449903290472,12.607867914987612,0.15573900117025652,10.800070160191172,0.2503814932771606,0.7448271775947527,30,0.16706730769230768,8437,0.11461419935996207,1.4803435620824084,92,1.0,12.804744182549529
identity_strict,equal,0.75,optimistic,50,0.5464737415313721,0.046281393617391586,0.5537921786308289,0.20873568952083588,0.9877632898696088,0.03394078852752039,29.102543951466995,0.29864143619602135,20.709959865039075,0.44636213503119954,0.8483697616645433,50,0.10096153846153846,8437,0.09434633163446723,2.9112957835727125,92,0.782608695652174,23.196257509950215
identity_strict,equal,0.75,optimistic,80,0.5464737415313721,0.046281393617391586,0.5537921786308289,0.20873568952083588,0.9797392176529589,0.01053091916609678,93.0345397396202,0.5764872521246459,39.977800824570025,0.7207981760029301,0.9331889502171704,80,0.054086538461538464,8437,0.023705108450871162,2.324849824499635,92,0.782608695652174,75.81666419350053
identity_strict,equal,0.75,reported,8,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9983951855566701,0.3854997343789898,2.589872564153662,0.03650941527717667,2.5318272464711864,0.04383968083909629,0.4192928159283271,8,0.5588942307692307,8437,0.5529216546165698,1.450291602128736,92,1.0,2.5951528357663123
identity_strict,equal,0.75,reported,12,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9983951855566701,0.3731109356610148,2.6758668538832358,0.03767600302800908,2.6127268892217907,0.0461015096298951,0.4533094812251591,12,0.5564903846153846,8437,0.5513808225672633,1.495941989840165,92,1.0,2.68138485881399
identity_strict,equal,0.75,reported,20,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9971915747241725,0.15603253196991,6.390920932542936,0.08551081141520307,5.929938909325986,0.13452525149540676,0.6404769437021332,20,0.29086538461538464,8437,0.23088775631148512,1.497988798778506,92,0.782608695652174,5.021122458171931
identity_strict,equal,0.75,reported,30,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9971915747241725,0.07773450226144739,12.828172120666322,0.15803026449643948,10.958962951928012,0.2542592697522544,0.7575315520974126,30,0.17067307692307693,8437,0.15349057721939077,2.02464978384263,92,0.782608695652174,10.092431427870665
identity_strict,equal,0.75,reported,50,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9971915747241725,0.04342389884682326,22.964118865552386,0.2514924618030962,17.440308540718785,0.38757553604651057,0.8400109424566846,50,0.11298076923076923,8437,0.13962308877563115,3.4070002349881814,92,0.782608695652174,18.10577948137933
identity_strict,equal,0.75,reported,80,0.6861451864242554,0.055902209132909775,0.695366382598877,0.20873568952083588,0.9939819458375125,0.013184194229126738,75.39193738830025,0.5245051339049434,36.372984307001666,0.6806394564682583,0.9298754901833034,80,0.06610576923076923,8437,0.057603413535616925,4.777862363737788,92,0.782608695652174,60.31026952587055
