pair,left,right,replicate,mask,eligible_joint_reported_keys,masked_left_keys,masked_right_keys,bilateral_keys_match
189,l154-s3-eitan-2005,l287-s2-jang-2008,0,article_block,"[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:mixer""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
190,e116-s21-prasad-2018,l102-s8-hu-2007,0,unilateral,[],"[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""extrusion#0:equipment type"", ""extrusion#0:extrusion temperature"", ""extrusion#0:rotation speed""]",[],
190,e116-s21-prasad-2018,l102-s8-hu-2007,0,bilateral,[],[],[],True
190,e116-s21-prasad-2018,l102-s8-hu-2007,0,article_block,[],"[""extrusion#0:equipment type""]","[""mixing#0:rotational frequency"", ""mixing#0:temperature"", ""mixing#0:time"", ""molding#0:temperature""]",
191,l282-s3-cui-2008,l306-s3-jiang-2008,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""mixing#2:time""]",[],
191,l282-s3-cui-2008,l306-s3-jiang-2008,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]",True
191,l282-s3-cui-2008,l306-s3-jiang-2008,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]",[],
192,l129-s12-wu-2011,e139-s6-hassinger-2016,0,unilateral,[],"[""mixing#0:mixing method""]",[],
192,l129-s12-wu-2011,e139-s6-hassinger-2016,0,bilateral,[],[],[],True
192,l129-s12-wu-2011,e139-s6-hassinger-2016,0,article_block,[],"[""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#1:temperature""]","[""extrusion output#0:equipment type"", ""extrusion output#0:extrusion temperature"", ""extrusion output#0:inner barrel diameter"", ""extrusion output#0:residence time"", ""extrusion output#0:screw diameter"", ""extrusion output#0:screw length""]",
193,l290-s24-si-2006,l209-s12-ash-2001,0,unilateral,[],"[""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature""]",[],
193,l290-s24-si-2006,l209-s12-ash-2001,0,bilateral,[],[],[],True
193,l290-s24-si-2006,l209-s12-ash-2001,0,article_block,[],"[""mixing#0:time"", ""mixing#1:time""]","[""drying evaporation#0:time""]",
194,l324-s5-zhu-2017,l285-s3-pham-2012,0,unilateral,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:temperature""]",[],
194,l324-s5-zhu-2017,l285-s3-pham-2012,0,bilateral,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]","[""molding#0:time""]","[""molding#0:time""]",True
194,l324-s5-zhu-2017,l285-s3-pham-2012,0,article_block,"[""molding#0:pressure"", ""molding#0:temperature"", ""molding#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""molding#0:pressure"", ""molding#0:time""]",
195,l385-s3-bailey-2019,l316-s3-chandrasekaran-2013,0,unilateral,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""additive#2:additive"", ""drying evaporation#0:ambient condition"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name"", ""solvent#2:solvent name""]",[],
195,l385-s3-bailey-2019,l316-s3-chandrasekaran-2013,0,bilateral,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""mixing#1:time""]","[""mixing#1:time""]",True
195,l385-s3-bailey-2019,l316-s3-chandrasekaran-2013,0,article_block,"[""mixing#0:mixing method"", ""mixing#1:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name"", ""solvent#2:solvent name""]","[""heating#1:time"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#1:time""]",
196,l313-s2-huang-2014,l282-s2-cui-2008,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature""]","[""drying evaporation#0:time"", ""drying evaporation#1:time"", ""molding#0:temperature""]",[],
196,l313-s2-huang-2014,l282-s2-cui-2008,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature""]",True
196,l313-s2-huang-2014,l282-s2-cui-2008,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""mixing#0:temperature""]","[""drying evaporation#0:temperature"", ""drying evaporation#1:temperature"", ""mixing#0:temperature"", ""molding#0:temperature""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:time"", ""mixing#0:time"", ""mixing#1:time"", ""mixing#2:time""]",
197,l225-s8-ma-2007,l304-s3-stockelhuber-2011,0,unilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""additive#0:additive"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:time""]",[],
197,l225-s8-ma-2007,l304-s3-stockelhuber-2011,0,bilateral,"[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature"", ""mixing#0:time""]","[""mixing#0:temperature"", ""mixing#0:time""]",True
197,l225-s8-ma-2007,l304-s3-stockelhuber-2011,0,article_block,"[""mixing#0:temperature"", ""mixing#0:time""]","[""additive#0:additive"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time""]",
198,l225-s8-ma-2007,l316-s5-chandrasekaran-2013,0,unilateral,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#1:time""]","[""heating#1:temperature"", ""heating#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]",[],
198,l225-s8-ma-2007,l316-s5-chandrasekaran-2013,0,bilateral,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#1:time""]","[""mixing#1:time""]","[""mixing#1:time""]",True
198,l225-s8-ma-2007,l316-s5-chandrasekaran-2013,0,article_block,"[""heating#0:temperature"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#1:time""]","[""additive#0:additive"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]","[""heating#1:time"", ""heating#2:time"", ""mixing#0:mixing method"", ""mixing#1:time""]",
199,l254-s7-castillo-2011,l385-s3-bailey-2019,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""heating#0:temperature"", ""heating#0:time"", ""mixing#0:temperature""]",[],
199,l254-s7-castillo-2011,l385-s3-bailey-2019,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""mixing#0:mixing method""]","[""drying evaporation#0:temperature"", ""mixing#0:mixing method""]",True
199,l254-s7-castillo-2011,l385-s3-bailey-2019,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#0:mixing method""]","[""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:rotational frequency"", ""mixing#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name"", ""solvent#2:solvent name""]",
200,l324-s5-zhu-2017,l209-s7-ash-2001,0,unilateral,"[""drying evaporation#0:time""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:mixer"", ""molding#0:pressure"", ""molding#0:temperature""]",[],
200,l324-s5-zhu-2017,l209-s7-ash-2001,0,bilateral,"[""drying evaporation#0:time""]","[""drying evaporation#0:time""]","[""drying evaporation#0:time""]",True
200,l324-s5-zhu-2017,l209-s7-ash-2001,0,article_block,"[""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""molding#0:time""]","[""drying evaporation#0:time""]",
201,l325-s5-manafi-2015,l289-s1-motaung-2012,0,unilateral,"[""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""heating#0:time"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""mixing#3:time""]",[],
201,l325-s5-manafi-2015,l289-s1-motaung-2012,0,bilateral,"[""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
201,l325-s5-manafi-2015,l289-s1-motaung-2012,0,article_block,"[""mixing#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:time"", ""heating#0:time"", ""mixing#0:time"", ""mixing#2:time"", ""mixing#3:time""]","[""mixing#0:time"", ""molding#0:time""]",
202,l379-s8-liu-2017,l287-s4-jang-2008,0,unilateral,"[""additive#0:additive"", ""mixing#0:mixing method"", ""solvent#0:solvent name""]","[""additive#1:additive"", ""additive#2:additive"", ""curing#0:ambient condition"", ""curing#0:pressure"", ""curing#0:temperature"", ""curing#0:time"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:temperature"", ""mixing#0:time"", ""solvent#0:solvent name""]",[],
202,l379-s8-liu-2017,l287-s4-jang-2008,0,bilateral,"[""additive#0:additive"", ""mixing#0:mixing method"", ""solvent#0:solvent name""]","[""mixing#0:mixing method""]","[""mixing#0:mixing method""]",True
202,l379-s8-liu-2017,l287-s4-jang-2008,0,article_block,"[""additive#0:additive"", ""mixing#0:mixing method"", ""solvent#0:solvent name""]","[""curing#0:temperature"", ""mixing#0:mixer"", ""mixing#0:temperature"", ""solvent#0:solvent name""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#1:ambient condition"", ""drying evaporation#1:temperature"", ""drying evaporation#1:time"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#1:time"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""solvent#0:solvent name""]",
203,l225-s8-ma-2007,l397-s1-tuncer-2007,0,unilateral,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""heating#1:temperature"", ""mixing#0:time"", ""mixing#1:time"", ""molding#0:time""]",[],
203,l225-s8-ma-2007,l397-s1-tuncer-2007,0,bilateral,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#1:mixing method"", ""mixing#1:time""]","[""mixing#1:mixing method"", ""mixing#1:time""]",True
203,l225-s8-ma-2007,l397-s1-tuncer-2007,0,article_block,"[""mixing#1:mixing method"", ""mixing#1:time""]","[""additive#0:additive"", ""heating#0:ambient condition"", ""heating#0:temperature"", ""heating#0:time"", ""heating#1:temperature"", ""heating#1:time"", ""mixing#0:temperature"", ""mixing#0:time"", ""mixing#1:temperature"", ""mixing#1:time"", ""molding#0:temperature"", ""molding#0:time""]","[""curing#0:ambient condition"", ""curing#0:temperature""]",
204,l271-s15-sun-2004,l318-s3-patsidis-2014,0,unilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]",[],
204,l271-s15-sun-2004,l318-s3-patsidis-2014,0,bilateral,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:time""]","[""mixing#0:time""]",True
204,l271-s15-sun-2004,l318-s3-patsidis-2014,0,article_block,"[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#0:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method""]",
205,l191-s3-xie-2004,l146-s4-tao-2011,0,unilateral,[],"[""mixing#0:temperature"", ""mixing#1:mixing method"", ""mixing#2:mixing method"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature""]",[],
205,l191-s3-xie-2004,l146-s4-tao-2011,0,bilateral,[],[],[],True
205,l191-s3-xie-2004,l146-s4-tao-2011,0,article_block,[],"[""mixing#0:temperature"", ""mixing#2:temperature"", ""mixing#2:time"", ""molding#0:temperature"", ""molding#0:time""]","[""solvent#0:solvent name""]",
206,l290-s24-si-2006,l209-s7-ash-2001,0,unilateral,[],"[""mixing#1:temperature"", ""mixing#1:time""]",[],
206,l290-s24-si-2006,l209-s7-ash-2001,0,bilateral,[],[],[],True
206,l290-s24-si-2006,l209-s7-ash-2001,0,article_block,[],"[""mixing#0:time"", ""mixing#1:time""]","[""drying evaporation#0:time""]",
207,l385-s3-bailey-2019,l260-s2-haggenmueller-2006,0,unilateral,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]","[""additive#0:additive"", ""additive#2:additive"", ""drying evaporation#0:time"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#2:solvent name""]",[],
207,l385-s3-bailey-2019,l260-s2-haggenmueller-2006,0,bilateral,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]",True
207,l385-s3-bailey-2019,l260-s2-haggenmueller-2006,0,article_block,"[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""solvent#0:solvent name""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""mixing#1:time"", ""solvent#0:solvent name"", ""solvent#1:solvent name"", ""solvent#2:solvent name""]","[""mixing#0:mixer"", ""mixing#0:time""]",
208,e410-s2-prasad-2021,l120-s2-murugaraj-2005,0,unilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion output#0:equipment type"", ""extrusion output#0:extruder"", ""extrusion output#0:extrusion temperature"", ""extrusion output#0:melt temperature"", ""extrusion output#0:screw channel diameter"", ""mixing#0:mixing method""]",[],
208,e410-s2-prasad-2021,l120-s2-murugaraj-2005,0,bilateral,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:temperature""]","[""drying evaporation#0:temperature""]",True
208,e410-s2-prasad-2021,l120-s2-murugaraj-2005,0,article_block,"[""drying evaporation#0:temperature"", ""drying evaporation#0:time""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""extrusion output#0:equipment type"", ""extrusion output#0:extruder"", ""extrusion output#0:rotation mode"", ""extrusion output#0:screw channel diameter"", ""extrusion output#0:screw diameter""]","[""drying evaporation#0:temperature"", ""drying evaporation#0:time"", ""drying evaporation#1:temperature""]",
209,l182-s7-hoepfner-2017,l179-s5-ramanathan-2007,0,unilateral,"[""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""drying evaporation#0:temperature"", ""heating#0:pressure"", ""heating#0:temperature"", ""mixing#0:time"", ""mixing#1:mixer"", ""mixing#1:mixing method"", ""mixing#1:temperature"", ""mixing#2:temperature""]",[],
209,l182-s7-hoepfner-2017,l179-s5-ramanathan-2007,0,bilateral,"[""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#2:mixer"", ""mixing#2:time""]","[""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#2:mixer"", ""mixing#2:time""]",True
209,l182-s7-hoepfner-2017,l179-s5-ramanathan-2007,0,article_block,"[""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#0:time"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#2:time""]","[""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixing method""]","[""drying evaporation#0:ambient condition"", ""drying evaporation#0:temperature"", ""mixing#0:mixer"", ""mixing#0:mixing method"", ""mixing#1:mixing method"", ""mixing#2:mixer"", ""mixing#2:mixing method"", ""mixing#3:mixing method"", ""molding#0:temperature""]",
